TILEID,SURVEY,PROGRAM,FAPRGRM,NEXP,EXPTIME_TOTAL,AIRMASS_MEAN,SEEING_ETC_MEAN,SEEING_GFA_MEAN,TRANSPARENCY_GFA_MEAN,SKY_MAG_AB_GFA_MEAN,SKY_MAG_G_SPEC_MEAN,SKY_MAG_R_SPEC_MEAN,SKY_MAG_Z_SPEC_MEAN,EBV_MEAN
234,sv3,bright,bright,1,295.212891,1.215901,0.842316,0.879198,1.014658,21.418183,22.127118,21.273593,19.342775,0.046026
235,sv3,bright,bright,1,334.606476,1.191397,0.934720,1.004344,1.020894,21.044629,22.129520,21.122545,19.113286,0.046147
236,sv3,bright,bright,1,890.394531,1.285722,1.040077,1.616379,1.026159,21.312487,22.104774,21.286663,19.281652,0.046745
237,sv3,bright,bright,2,1303.492676,1.208901,1.925597,1.725995,0.997664,21.287002,22.084451,21.255714,19.208415,0.045324
238,sv3,bright,bright,1,963.456787,1.296820,1.335251,1.371909,1.027139,20.419272,20.426140,20.385315,19.523813,0.046987
244,sv3,dark,dark,2,1641.967834,1.188515,1.117761,0.963968,0.997209,21.678409,22.276423,21.413795,19.748802,0.044430
245,sv3,dark,dark,3,2093.963898,1.190638,1.176254,0.959063,0.765184,20.994520,21.993146,21.127767,19.394098,0.044594
246,sv3,dark,dark,2,1566.846741,1.199762,0.999456,1.042082,1.031547,21.260302,22.131593,21.101567,19.128631,0.044881
247,sv3,dark,dark,1,1079.447998,1.212749,1.020014,0.904356,1.051192,21.182978,22.090884,21.160447,19.202007,0.044460
248,sv3,dark,dark,1,1153.014404,1.187806,0.831802,0.969865,1.016583,21.314552,22.168626,21.292747,19.504293,0.045148
249,sv3,dark,dark,4,3685.496155,1.195550,2.062140,1.274015,0.982681,21.298687,22.173321,21.423060,19.751350,0.044362
250,sv3,dark,dark,2,1521.938965,1.311870,0.978438,1.054351,1.018656,21.106585,22.050159,21.186627,19.406603,0.044514
251,sv3,dark,dark,4,3742.317871,1.219012,1.685431,1.644006,0.972686,21.558500,22.128901,21.371137,19.968177,0.044795
252,sv3,dark,dark,2,1719.244324,1.612880,1.129097,0.952843,1.010671,20.924754,21.950934,21.089731,19.374604,0.044555
253,sv3,dark,dark,3,2420.448364,1.297861,1.315023,1.268564,0.867597,21.284907,21.706001,21.171490,19.810223,0.044523
254,sv3,dark,dark,1,1228.540405,1.251741,0.911189,0.980957,0.993942,21.491103,22.117877,21.298507,19.428675,0.045110
255,sv3,bright,bright,1,692.120972,1.241799,0.846744,0.816927,0.557898,20.559749,21.930923,20.982220,19.318783,0.044427
256,sv3,bright,bright,1,605.737305,1.572095,1.112201,1.159861,0.838132,20.665184,21.973273,20.930849,19.137285,0.044554
257,sv3,bright,bright,1,277.655212,1.234026,0.898977,0.900350,1.026969,21.364034,22.156070,21.403350,19.747424,0.044792
258,sv3,bright,bright,1,768.468201,1.217181,1.138294,1.101829,0.701731,21.230331,22.054880,21.048775,19.206447,0.044530
259,sv3,bright,bright,1,372.418732,1.199927,1.049127,1.073758,1.029292,21.445478,22.073736,21.187839,19.373168,0.045158
260,sv3,bright,bright,2,1132.180023,1.264905,1.449883,1.511822,0.975193,20.466623,20.684852,20.396687,19.605506,0.044341
261,sv3,bright,bright,2,1878.518616,1.478858,2.414226,1.265379,0.989640,19.877163,19.766289,19.843557,19.197053,0.044465
262,sv3,bright,bright,2,1383.531921,1.363566,1.481577,1.344970,0.971991,20.988982,21.418143,20.841447,19.213867,0.044806
263,sv3,bright,bright,1,516.146667,1.327027,1.345951,1.167483,0.851131,21.547851,22.075593,21.373960,19.893783,0.044588
264,sv3,bright,bright,1,769.804321,1.190257,1.885349,1.580542,0.974330,21.337237,22.057072,21.268377,19.210477,0.044555
265,sv3,bright,bright,2,2180.046143,1.340296,1.993916,1.787563,0.994741,20.274339,20.165280,20.248198,19.671483,0.045066
271,sv3,dark,dark,1,1009.285217,1.162406,0.944791,0.997447,1.006711,21.643486,22.314647,21.440389,19.738950,0.039467
272,sv3,dark,dark,2,1443.627625,1.172674,1.102449,1.120146,1.007391,21.430578,22.097462,21.308594,19.521702,0.037518
273,sv3,dark,dark,2,1508.559326,1.151336,1.133453,1.021952,1.026248,21.370208,22.180980,21.197175,19.250709,0.039045
274,sv3,dark,dark,2,1523.841492,1.233588,1.164857,1.057166,1.070191,21.051367,22.066201,21.174893,19.240557,0.037851
275,sv3,dark,dark,4,3376.311096,1.169247,0.968203,0.911856,0.562234,21.257405,22.064632,21.203056,19.523961,0.037967
276,sv3,dark,dark,4,3353.742981,1.151506,1.525270,1.721983,1.029954,21.620799,22.184224,21.400883,19.684605,0.039950
277,sv3,dark,dark,2,1520.629089,1.517775,0.931162,1.088535,0.994164,20.812370,22.017926,21.248308,19.537644,0.038580
278,sv3,dark,dark,1,995.885315,1.181480,1.047595,0.890310,1.010661,21.328676,22.125767,21.271314,19.495719,0.037594
279,sv3,dark,dark,4,3522.768982,1.234290,1.761391,1.424934,0.977011,21.374227,22.056192,21.175141,19.647355,0.039936
280,sv3,dark,dark,2,1946.497620,1.200495,1.093724,1.248310,0.972172,21.295442,21.870200,21.198728,19.416323,0.032689
281,sv3,dark,dark,1,1178.531250,1.224443,0.809758,0.946555,1.040422,21.329631,22.097918,21.220258,19.263680,0.038405
282,sv3,bright,bright,1,427.822662,1.630853,1.095085,0.931586,0.923229,20.593685,21.723676,20.858493,19.058073,0.039585
283,sv3,bright,bright,1,306.880280,1.149722,1.019133,0.920767,1.006474,21.589580,22.234076,21.458249,19.719332,0.037542
284,sv3,bright,bright,1,490.382446,1.152308,1.099514,1.162688,0.896662,21.416218,22.135507,21.220854,19.395762,0.039025
285,sv3,bright,bright,1,297.571625,1.152712,0.860695,0.938019,1.045238,21.345975,22.121031,21.206846,19.349779,0.037925
286,sv3,bright,bright,2,1247.961090,1.152485,1.675289,1.696378,0.981061,20.983122,21.266138,20.893920,19.699832,0.037900
287,sv3,bright,bright,1,499.856079,1.178315,0.958020,0.940511,1.022471,20.151870,20.163103,20.160186,19.392534,0.039998
288,sv3,bright,bright,1,878.733276,1.302815,1.623860,1.605329,0.963537,20.835269,21.057938,20.755167,19.363170,0.038628
289,sv3,bright,bright,1,296.692688,1.180805,0.841672,0.847494,0.974433,21.397680,22.165977,21.297562,19.347855,0.037657
290,sv3,bright,bright,1,260.679901,1.207994,0.876116,0.802284,1.029830,21.373791,22.177316,21.197139,19.129388,0.039809
291,sv3,bright,bright,2,1095.321960,1.174655,1.448721,1.627891,0.976283,21.331750,22.111779,21.276206,19.226050,0.037602
298,sv3,dark,dark,1,636.406799,1.110970,0.838835,0.758060,1.054439,21.867826,22.616989,21.732449,20.063223,0.009501
299,sv3,dark,dark,1,1127.771484,1.121427,1.056829,0.927522,1.059719,20.621621,21.371703,21.039551,19.425005,0.009944
300,sv3,dark,dark,2,1457.361328,1.085851,1.339481,0.982954,1.069994,21.487777,22.475417,21.320585,19.210779,0.009995
301,sv3,dark,dark,1,761.658325,1.145400,0.945622,0.885577,1.079860,21.520963,22.426333,21.487687,19.474414,0.009655
302,sv3,dark,dark,1,861.991882,1.098675,1.070316,0.937541,1.023390,21.601008,22.549891,21.534066,19.603409,0.010379
303,sv3,dark,dark,1,857.757263,1.086812,0.817932,0.970699,1.034673,22.050780,22.529655,21.667703,19.742419,0.009566
304,sv3,dark,dark,1,600.735779,1.087327,0.830217,0.775422,1.083595,22.053750,22.532107,21.769448,20.000861,0.009504
305,sv3,dark,dark,1,826.563843,1.090754,0.850860,0.911901,1.020749,21.019985,22.421983,21.551859,19.633944,0.010168
306,sv3,dark,dark,1,739.184570,1.134799,0.842480,0.741730,1.039438,20.953752,22.253412,21.471422,19.905569,0.009719
307,sv3,dark,dark,3,2196.483704,1.131128,1.326132,1.310294,1.024717,21.521783,21.699616,21.320282,19.945910,0.009801
308,sv3,dark,dark,2,2231.826965,1.126271,1.407708,1.342074,0.980746,21.150574,21.348988,20.991699,19.482713,0.010193
309,sv3,bright,bright,1,259.502899,1.086915,1.078033,0.798054,1.074771,21.462870,22.402675,21.408913,19.414996,0.009526
310,sv3,bright,bright,2,468.281380,1.120317,0.817758,0.797948,1.030205,20.632903,20.890103,20.527328,19.191258,0.010034
311,sv3,bright,bright,1,541.325806,1.085544,1.072882,1.371115,0.892662,21.531592,22.431164,21.313148,19.342251,0.009923
312,sv3,bright,bright,1,223.228897,1.115113,0.820418,0.787259,1.048105,21.801855,22.397028,21.498758,19.713216,0.009602
313,sv3,bright,bright,1,294.670624,1.089908,0.975929,1.067612,1.025827,21.567251,22.335592,21.367291,18.995237,0.010424
314,sv3,bright,bright,1,761.230286,1.105454,1.411948,1.289811,0.863086,20.573355,20.966526,20.464005,19.252130,0.009535
315,sv3,bright,bright,1,590.838013,1.092856,1.038901,0.947126,1.060088,19.642841,19.480479,19.676258,19.225006,0.009515
316,sv3,bright,bright,1,474.514709,1.099255,0.965523,0.981859,1.023972,20.132186,19.934724,20.115227,19.650567,0.010181
317,sv3,bright,bright,1,570.636475,1.178253,1.139536,1.193710,1.028385,20.447192,20.287840,20.377257,19.598915,0.009730
318,sv3,bright,bright,1,441.086151,1.131657,1.135784,1.154001,0.906469,21.265486,22.243129,21.327760,19.534908,0.009841
319,sv3,bright,bright,2,961.860619,1.134523,1.279706,1.257552,0.984729,21.180005,21.330211,20.989033,19.515273,0.010232
320,sv3,backup,backup,1,198.579086,1.095426,1.080312,1.094774,0.778290,21.552358,22.366044,21.406882,19.597451,0.009469
321,sv3,backup,backup,1,222.442520,1.088405,1.114201,1.146183,1.015271,19.670523,19.484477,19.695244,19.321572,0.010102
325,sv3,dark,dark,1,648.635315,1.054759,0.888190,0.805089,1.020583,21.985731,22.635431,21.761227,20.092501,0.012825
326,sv3,dark,dark,3,2811.509155,1.039456,0.920882,0.827855,0.576873,21.053280,22.127678,21.109670,19.449783,0.013049
327,sv3,dark,dark,1,938.926147,1.023895,0.939049,0.979861,1.023841,21.475594,22.504358,21.359797,19.254644,0.012293
328,sv3,dark,dark,1,725.164978,1.099795,0.825218,0.826482,1.092406,21.394558,22.412389,21.440932,19.377207,0.013029
329,sv3,dark,dark,1,878.790649,1.042947,0.825695,0.923244,1.008557,21.604341,22.540633,21.537388,19.601913,0.012587
330,sv3,dark,dark,1,811.928711,1.023015,0.957260,0.962886,1.015397,21.845519,22.542786,21.683449,19.782548,0.012664
331,sv3,dark,dark,1,596.517761,1.021685,0.825282,0.772664,1.034794,22.083387,22.552812,21.804291,20.057962,0.013020
332,sv3,dark,dark,1,835.969910,1.030169,0.786046,0.939287,1.012744,21.143420,22.435382,21.579344,19.685170,0.012816
333,sv3,dark,dark,1,1176.943726,1.108184,0.847149,0.857447,0.983411,20.447404,20.436606,20.701259,19.689991,0.012455
334,sv3,dark,dark,1,667.271057,1.022169,0.841547,0.744072,1.013338,21.608239,22.485764,21.600576,19.860265,0.013026
335,sv3,dark,dark,4,3833.669525,1.162426,0.950924,1.049966,0.711001,21.031945,22.116032,21.100992,19.404222,0.012294
336,sv3,bright,bright,1,381.188110,1.020625,0.764053,0.982586,0.898775,21.415020,22.340463,21.307575,19.390217,0.012866
337,sv3,bright,bright,1,232.860504,1.041715,0.758312,0.749503,0.983764,21.651073,22.501084,21.387053,19.446467,0.013053
338,sv3,bright,bright,1,677.778015,1.021125,1.042975,1.203044,0.653670,21.437370,22.337842,21.259795,19.324269,0.012236
339,sv3,bright,bright,1,245.263779,1.077242,0.853645,0.878844,1.027122,21.899978,22.372888,21.481358,19.716314,0.013025
340,sv3,bright,bright,1,410.168762,1.054264,1.276603,1.407095,0.989084,21.756017,22.466001,21.680593,20.204643,0.012592
341,sv3,bright,bright,2,949.589401,1.050154,1.296964,1.207690,0.899618,19.883942,20.016279,19.862703,19.157988,0.012692
342,sv3,bright,bright,1,435.241364,1.032594,0.932534,0.933096,1.039126,20.061974,19.911475,20.078635,19.652823,0.013056
343,sv3,bright,bright,1,775.583862,1.166578,1.046812,1.294857,0.982674,20.332499,20.130760,20.246696,19.512963,0.012860
344,sv3,bright,bright,1,334.455414,1.075873,1.171913,1.137269,0.974021,21.385427,22.441713,21.500464,19.597117,0.012485
345,sv3,bright,bright,2,469.424149,1.063273,1.130953,1.145102,0.979130,21.561365,22.046494,21.312587,19.258309,0.013024
346,sv3,bright,bright,1,1146.021729,1.065311,1.620439,1.656534,0.992107,20.539281,20.325873,20.472650,19.830390,0.012317
347,sv3,backup,backup,1,693.877380,1.100198,1.215060,1.323543,0.280496,21.098578,22.030569,21.035766,19.677897,0.012890
352,sv3,dark,dark,1,670.565308,1.045746,0.741558,0.802700,1.040498,21.956538,22.634576,21.753189,20.096960,0.009703
353,sv3,dark,dark,1,752.329773,1.020622,0.779414,0.857033,1.025434,21.713494,22.456262,21.517857,19.610605,0.010551
354,sv3,dark,dark,1,839.759521,1.020170,0.979653,0.879705,1.029303,21.180836,22.495269,21.396994,19.359909,0.009148
355,sv3,dark,dark,1,781.856628,1.080944,1.011835,1.016040,1.052471,21.666744,22.452664,21.528494,19.531617,0.010438
356,sv3,dark,dark,1,697.971252,1.030413,0.930482,0.879985,1.061644,21.652611,22.584228,21.569943,19.624361,0.009812
357,sv3,dark,dark,1,757.712280,1.062477,0.907273,0.833137,1.100796,20.868889,21.249332,21.310781,19.666600,0.009393
358,sv3,dark,dark,2,1652.340759,1.021033,1.019212,1.282886,1.010703,21.076423,22.519646,21.669768,19.727406,0.010007
359,sv3,dark,dark,1,638.408081,1.020379,0.776892,0.825448,1.037838,22.214482,22.533058,21.767752,19.970962,0.010227
360,sv3,dark,dark,1,735.560547,1.023979,0.896159,0.834363,1.050866,21.051878,22.447763,21.538580,19.580639,0.009072
361,sv3,dark,dark,1,948.882935,1.044615,0.798851,0.957064,1.007395,21.825122,22.403517,21.497030,19.854889,0.010697
362,sv3,dark,dark,1,1043.387573,1.020007,1.226940,1.134101,1.039200,21.861218,22.495201,21.711971,20.165080,0.009487
363,sv3,bright,bright,1,236.551819,1.046456,0.900052,0.891957,1.068819,21.855466,22.319332,21.560146,19.684686,0.009769
364,sv3,bright,bright,1,231.640472,1.023804,0.756982,0.755360,0.967152,21.583347,22.501794,21.395091,19.487571,0.010690
365,sv3,bright,bright,1,262.702515,1.027602,1.022153,1.004220,1.049227,21.836133,22.568308,21.659493,19.772777,0.009190
366,sv3,bright,bright,4,2670.794537,1.027443,1.223888,1.180248,0.533806,20.854368,22.198555,21.129432,19.371825,0.010453
367,sv3,bright,bright,1,351.934082,1.020747,1.236735,1.291043,1.012144,21.821179,22.511935,21.643790,20.031391,0.009826
368,sv3,bright,bright,1,324.886810,1.106080,0.800442,0.828463,1.068831,20.467461,19.972214,20.394248,19.428561,0.009409
369,sv3,bright,bright,2,1357.196838,1.048712,1.140136,1.139720,0.940313,20.119926,20.352938,20.148199,19.290906,0.009941
370,sv3,bright,bright,1,484.037445,1.034129,0.945039,1.004941,1.047631,20.107117,19.901025,20.076343,19.651236,0.010157
371,sv3,bright,bright,1,534.536377,1.086565,1.039176,1.168002,1.023558,20.406074,20.308723,20.370766,19.512095,0.009089
372,sv3,bright,bright,3,904.325188,1.042212,1.244075,1.219221,0.995582,21.367391,22.139200,21.349210,19.232083,0.010700
373,sv3,bright,bright,1,1117.044922,1.068032,1.469225,1.599025,1.034103,20.525505,20.291319,20.442130,19.758088,0.009424
374,sv3,backup,backup,2,529.001221,1.021510,1.239529,1.337383,0.545320,21.168580,22.249255,21.299107,19.557389,0.009743
375,sv3,backup,backup,1,313.444214,1.020546,1.404855,1.219790,1.015187,19.608787,19.433409,19.625892,19.287399,0.010512
379,sv3,dark,dark,1,762.985168,1.039462,1.006089,0.856891,0.998640,22.122775,22.578494,21.716821,20.062925,0.024495
380,sv3,dark,dark,1,831.569275,1.001417,0.873256,0.907745,1.030530,21.323300,22.400789,21.481530,19.613267,0.024092
381,sv3,dark,dark,1,802.526184,1.000953,0.847905,0.870633,1.039414,20.921922,22.487528,21.414222,19.408910,0.024797
382,sv3,dark,dark,1,997.259827,1.081620,1.175288,1.103062,1.019253,21.731496,22.437130,21.556888,19.610306,0.024198
383,sv3,dark,dark,1,899.627502,1.019082,0.898092,0.903647,0.974418,21.698459,22.502390,21.474680,19.555919,0.025066
384,sv3,dark,dark,1,825.577209,1.002840,0.937373,0.915514,0.960500,21.887837,22.488096,21.631664,19.795832,0.024536
385,sv3,dark,dark,2,1893.017761,1.002468,1.173963,1.310769,0.975368,20.988604,22.495313,21.562228,19.570691,0.024310
386,sv3,dark,dark,1,719.255005,1.002255,0.841341,0.907956,1.029060,22.100176,22.504914,21.745336,19.950073,0.024674
387,sv3,dark,dark,1,842.636475,1.009297,0.986879,0.909095,1.018381,20.990603,22.422250,21.484782,19.521129,0.024701
388,sv3,dark,dark,1,819.273560,1.001104,0.865848,0.881009,0.996752,21.641896,22.367885,21.473418,19.822257,0.023977
389,sv3,dark,dark,1,1039.545654,1.001215,1.085414,1.201349,0.994881,22.107646,22.452653,21.736060,20.301132,0.024846
390,sv3,bright,bright,1,249.771408,1.015275,0.908211,0.934436,1.031412,21.742345,22.098905,21.470789,19.639635,0.024474
391,sv3,bright,bright,1,246.069794,1.001151,0.793332,0.782198,0.973553,21.633589,22.487384,21.384986,19.464974,0.024181
392,sv3,bright,bright,2,714.957169,1.004305,1.246822,1.089297,0.891402,20.874602,22.377642,21.351997,19.499764,0.024822
393,sv3,bright,bright,1,267.703094,1.046235,0.935320,0.861185,1.002969,21.215432,21.357694,21.175208,19.651252,0.024298
394,sv3,bright,bright,2,1141.368576,1.003804,1.189949,1.210631,0.803629,20.704642,20.978139,20.563786,19.557136,0.025190
395,sv3,bright,bright,1,469.806793,1.018381,1.025055,1.040494,1.027259,20.311290,20.267864,20.309620,19.441141,0.024577
396,sv3,bright,bright,1,279.478088,1.099691,0.795917,0.790039,0.996468,20.584147,21.020082,20.880692,19.482325,0.024305
397,sv3,bright,bright,1,379.705200,1.016948,1.272420,1.208048,0.909454,21.701080,22.043954,21.481327,20.135239,0.024614
398,sv3,bright,bright,1,229.173019,1.093151,0.701614,0.751119,0.997747,21.564684,21.951232,21.287412,19.463326,0.024773
399,sv3,bright,bright,1,437.015503,1.007254,1.695960,1.360231,0.986978,21.722007,22.448905,21.491551,19.182900,0.023557
400,sv3,bright,bright,1,939.035278,1.048001,1.294882,1.457491,1.013351,20.471387,20.235720,20.382453,19.778985,0.025149
401,sv3,backup,backup,1,349.056274,1.011576,1.358026,1.242794,0.994845,19.411616,19.289796,19.439944,19.209469,0.024501
402,sv3,backup,backup,1,345.588074,1.001813,1.133676,1.574323,1.020240,20.561420,20.423181,20.529784,20.008427,0.024326
406,sv3,dark,dark,1,769.161743,1.286337,0.817735,0.804087,1.025377,21.262558,22.440393,21.566573,19.908559,0.041631
407,sv3,dark,dark,2,1323.326111,1.220910,1.027566,0.935344,1.022785,20.822855,22.279335,21.277604,19.433141,0.039151
408,sv3,dark,dark,1,914.331909,1.218673,0.961903,0.856711,1.047262,21.413451,22.328102,21.296879,19.356227,0.040826
409,sv3,dark,dark,1,1050.201294,1.328563,0.981307,1.044081,1.032824,21.543581,22.292275,21.406061,19.477888,0.040759
410,sv3,dark,dark,1,987.261536,1.255290,0.951128,0.851830,1.008092,21.055134,22.371656,21.331207,19.445006,0.039152
411,sv3,dark,dark,1,929.072571,1.211200,1.049280,0.918212,1.062661,21.765384,22.366872,21.483992,19.559225,0.041662
412,sv3,dark,dark,3,2085.501068,1.209161,1.458139,1.214977,1.034841,20.399054,21.007089,20.767366,19.297695,0.041530
413,sv3,dark,dark,1,782.698486,1.227663,0.852724,0.837468,1.029570,21.047175,22.360842,21.570803,19.757816,0.039113
414,sv3,dark,dark,1,780.457397,1.240715,0.788569,0.810290,1.042879,20.807574,22.280715,21.342495,19.410042,0.041243
415,sv3,dark,dark,1,894.519165,1.221738,0.857188,0.758656,0.988013,21.409294,22.216354,21.257242,19.604976,0.039946
416,sv3,dark,dark,3,2270.710083,1.212909,1.174329,1.470947,0.992720,21.930895,22.289551,21.603811,20.256882,0.039962
417,sv3,bright,bright,1,285.859100,1.207628,0.999815,0.894447,1.046245,21.083318,20.973707,20.933117,19.480922,0.041624
418,sv3,bright,bright,1,304.106079,1.218722,0.795584,0.822481,0.928388,21.393214,22.331753,21.194499,19.320277,0.039163
419,sv3,bright,bright,2,1433.485352,1.207202,1.747537,1.339589,0.638229,20.748005,21.896181,20.886883,19.245296,0.041142
420,sv3,bright,bright,1,233.240128,1.212326,0.775326,0.739675,1.026184,21.658849,22.263822,21.361627,19.622081,0.040704
421,sv3,bright,bright,1,398.348999,1.206141,0.875569,1.124194,1.007399,21.401592,22.026670,21.318618,19.656001,0.039378
422,sv3,bright,bright,1,543.932922,1.229823,1.499069,1.244079,0.912690,20.820952,22.247416,21.277512,19.528850,0.041414
423,sv3,bright,bright,1,701.946655,1.214464,0.966163,0.907088,1.017101,19.652650,19.444543,19.649383,19.225143,0.041460
424,sv3,bright,bright,1,524.032593,1.207181,1.119201,1.020991,1.009199,20.354045,20.288881,20.337487,19.359685,0.039049
425,sv3,bright,bright,4,1105.806786,1.213847,1.213004,1.164804,0.978723,20.913416,21.025542,20.869115,19.613366,0.041413
426,sv3,bright,bright,1,499.002014,1.216656,1.780120,1.408676,0.963307,21.595810,22.309701,21.382816,19.223000,0.039854
427,sv3,bright,bright,1,638.141052,1.210807,1.233667,1.089941,1.048309,20.346009,20.158663,20.305295,19.592685,0.040066
